ObjectA,ObjectB,A2BDir,EffectType,Source,Target,VelChange
BigMario,Shell,D,VelChange,BigMario,None,vy
Shell,BigMario,U,VelChange,BigMario,None,vy
Shell,BigMario,U,VelChange,BigMario,None,vy
BigMario,TUBE_SIDE_LEFT,R,VelChange,BigMario,None,vx
TUBE_SIDE_LEFT,BigMario,L,VelChange,BigMario,None,vx
BigMario,TUBE_TOP_LEFT,R,VelChange,BigMario,None,vx
TUBE_TOP_LEFT,BigMario,L,VelChange,BigMario,None,vx
BigMario,TUBE_SIDE_LEFT,R,VelChange,BigMario,None,vx
TUBE_SIDE_LEFT,BigMario,L,VelChange,BigMario,None,vx
BigMario,TUBE_SIDE_LEFT,R,VelChange,BigMario,None,vx
TUBE_SIDE_LEFT,BigMario,L,VelChange,BigMario,None,vx
BigMario,GROUND,D,VelChange,BigMario,None,vy
BigMario,GROUND,D,VelChange,BigMario,None,vx
GROUND,BigMario,U,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vx
BigMario,TUBE_SIDE_LEFT,R,VelChange,BigMario,None,vy
BigMario,TUBE_SIDE_LEFT,R,VelChange,BigMario,None,vx
TUBE_SIDE_LEFT,BigMario,L,VelChange,BigMario,None,vy
TUBE_SIDE_LEFT,BigMario,L,VelChange,BigMario,None,vx
BigMario,TUBE_SIDE_LEFT,R,VelChange,BigMario,None,vx
TUBE_SIDE_LEFT,BigMario,L,VelChange,BigMario,None,vx
BigMario,TUBE_SIDE_LEFT,R,VelChange,BigMario,None,vx
TUBE_SIDE_LEFT,BigMario,L,VelChange,BigMario,None,vx
BigMario,TUBE_SIDE_LEFT,R,VelChange,BigMario,None,vx
TUBE_SIDE_LEFT,BigMario,L,VelChange,BigMario,None,vx
BigMario,TUBE_TOP_LEFT,R,None,None,None,None
TUBE_TOP_LEFT,BigMario,L,None,None,None,None
BigMario,TUBE_TOP_LEFT,D,None,None,None,None
TUBE_TOP_LEFT,BigMario,U,None,None,None,None
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,BLOCK,U,Delete,16,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Delete,16,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,COIN,R,Delete,Coin,None,None
COIN,BigMario,L,Delete,Coin,None,None
BigMario,COIN,R,Delete,Coin,None,None
COIN,BigMario,L,Delete,Coin,None,None
BigMario,COIN,R,Delete,Coin,None,None
COIN,BigMario,L,Delete,Coin,None,None
BigMario,COIN,D,Delete,Coin,None,None
COIN,BigMario,U,Delete,Coin,None,None
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,BLOCK,U,Delete,16,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Delete,16,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,BLOCK,L,VelChange,BigMario,None,vx
BLOCK,BigMario,R,VelChange,BigMario,None,vx
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,BLOCK,U,Delete,16,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Delete,16,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,BLOCK,U,Delete,16,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Delete,16,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,GROUND,D,None,None,None,None
GROUND,BigMario,U,None,None,None,None
BigMario,TUBE_SIDE_LEFT,R,VelChange,BigMario,None,vx
TUBE_SIDE_LEFT,BigMario,L,VelChange,BigMario,None,vx
BigMario,TUBE_TOP_LEFT,R,None,None,None,None
TUBE_TOP_LEFT,BigMario,L,None,None,None,None
BigMario,TUBE_TOP_LEFT,D,None,None,None,None
TUBE_TOP_LEFT,BigMario,U,None,None,None,None
BigMario,TUBE_TOP_RIGHT,D,None,None,None,None
TUBE_TOP_RIGHT,BigMario,U,None,None,None,None
BigMario,BLOCK,R,VelChange,BigMario,None,vx
BLOCK,BigMario,L,VelChange,BigMario,None,vx
BigMario,BLOCK,D,VelChange,BigMario,None,vy
BLOCK,BigMario,U,VelChange,BigMario,None,vy
BigMario,BLOCK,U,Delete,16,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Delete,16,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,BLOCK,D,VelChange,BigMario,None,vy
BLOCK,BigMario,U,VelChange,BigMario,None,vy
BigMario,BLOCK,U,Delete,16,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Delete,16,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,BLOCK,D,None,None,None,None
BLOCK,BigMario,U,None,None,None,None
BigMario,BLOCK,U,Change,BLOCK,SPENT,None
BigMario,BLOCK,U,append,Coin,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Change,BLOCK,SPENT,None
BLOCK,BigMario,D,append,Coin,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,BLOCK,D,VelChange,BigMario,None,vy
BLOCK,BigMario,U,VelChange,BigMario,None,vy
BigMario,BLOCK,U,Change,BLOCK,SPENT,None
BigMario,BLOCK,U,append,Coin,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Change,BLOCK,SPENT,None
BLOCK,BigMario,D,append,Coin,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,BLOCK,D,None,None,None,None
BLOCK,BigMario,U,None,None,None,None
BigMario,BLOCK,U,Delete,16,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Delete,16,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,BLOCK,D,VelChange,BigMario,None,vy
BLOCK,BigMario,U,VelChange,BigMario,None,vy
BigMario,SPENT,U,VelChange,BigMario,None,vy
SPENT,BigMario,D,VelChange,BigMario,None,vy
BigMario,BLOCK,D,VelChange,BigMario,None,vy
BLOCK,BigMario,U,VelChange,BigMario,None,vy
BigMario,SPENT,U,VelChange,BigMario,None,vy
SPENT,BigMario,D,VelChange,BigMario,None,vy
BigMario,BLOCK,D,VelChange,BigMario,None,vy
BLOCK,BigMario,U,VelChange,BigMario,None,vy
BigMario,BLOCK,U,Delete,16,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Delete,16,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,BLOCK,D,VelChange,BigMario,None,vy
BLOCK,BigMario,U,VelChange,BigMario,None,vy
BigMario,BLOCK,U,Delete,16,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Delete,16,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,BLOCK,D,None,None,None,None
BLOCK,BigMario,U,None,None,None,None
BigMario,BLOCK,U,Change,BLOCK,SPENT,None
BigMario,BLOCK,U,append,Coin,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Change,BLOCK,SPENT,None
BLOCK,BigMario,D,append,Coin,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,GROUND,D,None,None,None,None
GROUND,BigMario,U,None,None,None,None
BigMario,SPENT,D,None,None,None,None
SPENT,BigMario,U,None,None,None,None
FireMario,SPENT,D,VelChange,FireMario,None,vy
SPENT,FireMario,U,VelChange,FireMario,None,vy
FireMario,BLOCK,U,Change,BLOCK,SPENT,None
FireMario,BLOCK,U,append,Coin,None,None
FireMario,BLOCK,U,VelChange,FireMario,None,vy
BLOCK,FireMario,D,Change,BLOCK,SPENT,None
BLOCK,FireMario,D,append,Coin,None,None
BLOCK,FireMario,D,VelChange,FireMario,None,vy
FireMario,BLOCK,D,VelChange,FireMario,None,vy
BLOCK,FireMario,U,VelChange,FireMario,None,vy
FireMario,BLOCK,U,Change,BLOCK,SPENT,None
FireMario,BLOCK,U,append,Coin,None,None
FireMario,BLOCK,U,VelChange,FireMario,None,vy
BLOCK,FireMario,D,Change,BLOCK,SPENT,None
BLOCK,FireMario,D,append,Coin,None,None
BLOCK,FireMario,D,VelChange,FireMario,None,vy
FireMario,BLOCK,D,None,None,None,None
BLOCK,FireMario,U,None,None,None,None
FireMario,BLOCK,U,Change,BLOCK,SPENT,None
FireMario,BLOCK,U,append,Coin,None,None
FireMario,BLOCK,U,VelChange,FireMario,None,vy
BLOCK,FireMario,D,Change,BLOCK,SPENT,None
BLOCK,FireMario,D,append,Coin,None,None
BLOCK,FireMario,D,VelChange,FireMario,None,vy
FireMario,BLOCK,D,None,None,None,None
BLOCK,FireMario,U,None,None,None,None
FireMario,GROUND,D,VelChange,FireMario,None,vy
GROUND,FireMario,U,VelChange,FireMario,None,vy
FireMario,TUBE_TOP_LEFT,R,VelChange,FireMario,None,vx
TUBE_TOP_LEFT,FireMario,L,VelChange,FireMario,None,vx
FireMario,TUBE_SIDE_LEFT,R,VelChange,FireMario,None,vx
TUBE_SIDE_LEFT,FireMario,L,VelChange,FireMario,None,vx
FireMario,TUBE_TOP_LEFT,R,None,None,None,None
TUBE_TOP_LEFT,FireMario,L,None,None,None,None
FireMario,TUBE_TOP_RIGHT,D,VelChange,FireMario,None,vy
TUBE_TOP_RIGHT,FireMario,U,VelChange,FireMario,None,vy
FireMario,GROUND,D,VelChange,FireMario,None,vy
GROUND,FireMario,U,VelChange,FireMario,None,vy
FireMario,RIGHT_UP_GRASS_EDGE,D,None,None,None,None
RIGHT_UP_GRASS_EDGE,FireMario,U,None,None,None,None
FireMario,ROCK,D,VelChange,FireMario,None,vy
ROCK,FireMario,U,VelChange,FireMario,None,vy
FireMario,ROCK,R,VelChange,FireMario,None,vx
ROCK,FireMario,L,VelChange,FireMario,None,vx
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,LEFT_UP_GRASS_EDGE,R,VelChange,Mario,None,vx
LEFT_UP_GRASS_EDGE,Mario,L,VelChange,Mario,None,vx
Mario,LEFT_UP_GRASS_EDGE,D,VelChange,Mario,None,vy
LEFT_UP_GRASS_EDGE,Mario,U,VelChange,Mario,None,vy
Mario,LEFT_UP_GRASS_EDGE,R,VelChange,Mario,None,vx
LEFT_UP_GRASS_EDGE,Mario,L,VelChange,Mario,None,vx
Mario,LEFT_UP_GRASS_EDGE,D,VelChange,Mario,None,vy
LEFT_UP_GRASS_EDGE,Mario,U,VelChange,Mario,None,vy
Mario,RIGHT_UP_GRASS_EDGE,D,VelChange,Mario,None,vy
RIGHT_UP_GRASS_EDGE,Mario,U,VelChange,Mario,None,vy
Mario,RIGHT_UP_GRASS_EDGE,D,VelChange,Mario,None,vy
RIGHT_UP_GRASS_EDGE,Mario,U,VelChange,Mario,None,vy
Mario,RIGHT_UP_GRASS_EDGE,D,VelChange,Mario,None,vy
RIGHT_UP_GRASS_EDGE,Mario,U,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,TUBE_SIDE_LEFT,R,VelChange,Mario,None,vx
TUBE_SIDE_LEFT,Mario,L,VelChange,Mario,None,vx
Mario,TUBE_TOP_LEFT,R,None,None,None,None
TUBE_TOP_LEFT,Mario,L,None,None,None,None
Mario,TUBE_TOP_RIGHT,D,VelChange,Mario,None,vy
TUBE_TOP_RIGHT,Mario,U,VelChange,Mario,None,vy
Goomba,GROUND,D,VelChange,Goomba,None,vy
GROUND,Goomba,U,VelChange,Goomba,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,BLOCK,U,VelChange,Mario,None,vy
BLOCK,Mario,D,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,BLOCK,U,Change,BLOCK,SPENT,None
Mario,BLOCK,U,append,Coin,None,None
Mario,BLOCK,U,VelChange,Mario,None,vy
BLOCK,Mario,D,Change,BLOCK,SPENT,None
BLOCK,Mario,D,append,Coin,None,None
BLOCK,Mario,D,VelChange,Mario,None,vy
Mario,Goomba,D,VelChange,Mario,None,vy
Mario,Goomba,D,Delete,Goomba,None,None
Goomba,Mario,U,VelChange,Mario,None,vy
Goomba,Mario,U,Delete,Goomba,None,None
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,TUBE_TOP_RIGHT,D,VelChange,Mario,None,vy
TUBE_TOP_RIGHT,Mario,U,VelChange,Mario,None,vy
Mario,LEFT_UP_GRASS_EDGE,R,VelChange,Mario,None,vx
LEFT_UP_GRASS_EDGE,Mario,L,VelChange,Mario,None,vx
Mario,LEFT_UP_GRASS_EDGE,D,VelChange,Mario,None,vy
LEFT_UP_GRASS_EDGE,Mario,U,VelChange,Mario,None,vy
Mario,LEFT_UP_GRASS_EDGE,D,VelChange,Mario,None,vy
LEFT_UP_GRASS_EDGE,Mario,U,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,BLOCK,U,Change,BLOCK,SPENT,None
Mario,BLOCK,U,append,Coin,None,None
Mario,BLOCK,U,VelChange,Mario,None,vy
BLOCK,Mario,D,Change,BLOCK,SPENT,None
BLOCK,Mario,D,append,Coin,None,None
BLOCK,Mario,D,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,BLOCK,U,Change,BLOCK,SPENT,None
Mario,BLOCK,U,append,Coin,None,None
Mario,BLOCK,U,VelChange,Mario,None,vy
BLOCK,Mario,D,Change,BLOCK,SPENT,None
BLOCK,Mario,D,append,Coin,None,None
BLOCK,Mario,D,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,BLOCK,U,Change,BLOCK,SPENT,None
Mario,BLOCK,U,append,Coin,None,None
Mario,BLOCK,U,VelChange,Mario,None,vy
BLOCK,Mario,D,Change,BLOCK,SPENT,None
BLOCK,Mario,D,append,Coin,None,None
BLOCK,Mario,D,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,TUBE_SIDE_LEFT,R,VelChange,Mario,None,vx
TUBE_SIDE_LEFT,Mario,L,VelChange,Mario,None,vx
Mario,TUBE_TOP_LEFT,R,VelChange,Mario,None,vx
TUBE_TOP_LEFT,Mario,L,VelChange,Mario,None,vx
Mario,TUBE_TOP_LEFT,D,VelChange,Mario,None,vy
TUBE_TOP_LEFT,Mario,U,VelChange,Mario,None,vy
Mario,TUBE_TOP_RIGHT,D,None,None,None,None
TUBE_TOP_RIGHT,Mario,U,None,None,None,None
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,COIN,R,Delete,Coin,None,None
COIN,Mario,L,Delete,Coin,None,None
Mario,COIN,R,Delete,Coin,None,None
COIN,Mario,L,Delete,Coin,None,None
Mario,COIN,R,Delete,Coin,None,None
Mario,COIN,R,VelChange,Mario,None,vy
COIN,Mario,L,Delete,Coin,None,None
COIN,Mario,L,VelChange,Mario,None,vy
Mario,COIN,D,Delete,Coin,None,None
COIN,Mario,U,Delete,Coin,None,None
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,TUBE_TOP_LEFT,R,VelChange,Mario,None,vx
TUBE_TOP_LEFT,Mario,L,VelChange,Mario,None,vx
Mario,TUBE_TOP_LEFT,D,VelChange,Mario,None,vy
TUBE_TOP_LEFT,Mario,U,VelChange,Mario,None,vy
Mario,TUBE_TOP_RIGHT,D,None,None,None,None
TUBE_TOP_RIGHT,Mario,U,None,None,None,None
Mario,COIN,R,Delete,Coin,None,None
COIN,Mario,L,Delete,Coin,None,None
Mario,COIN,D,Delete,Coin,None,None
Mario,COIN,D,Delete,Coin,None,None
COIN,Mario,U,Delete,Coin,None,None
COIN,Mario,U,Delete,Coin,None,None
Mario,COIN,D,Delete,Coin,None,None
Mario,COIN,D,Delete,Coin,None,None
COIN,Mario,U,Delete,Coin,None,None
COIN,Mario,U,Delete,Coin,None,None
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,BLOCK,U,Change,BLOCK,SPENT,None
Mario,BLOCK,U,append,Coin,None,None
Mario,BLOCK,U,VelChange,Mario,None,vy
BLOCK,Mario,D,Change,BLOCK,SPENT,None
BLOCK,Mario,D,append,Coin,None,None
BLOCK,Mario,D,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,BLOCK,U,Change,BLOCK,SPENT,None
Mario,BLOCK,U,append,Coin,None,None
Mario,BLOCK,U,VelChange,Mario,None,vy
BLOCK,Mario,D,Change,BLOCK,SPENT,None
BLOCK,Mario,D,append,Coin,None,None
BLOCK,Mario,D,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,RIGHT_UP_GRASS_EDGE,D,None,None,None,None
RIGHT_UP_GRASS_EDGE,Mario,U,None,None,None,None
Mario,BLOCK,U,Change,BLOCK,SPENT,None
Mario,BLOCK,U,append,Mushroom,None,None
Mario,BLOCK,U,VelChange,Mario,None,vx
Mario,BLOCK,U,VelChange,Mario,None,vy
BLOCK,Mario,D,Change,BLOCK,SPENT,None
BLOCK,Mario,D,append,Mushroom,None,None
BLOCK,Mario,D,VelChange,Mario,None,vx
BLOCK,Mario,D,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mushroom,4,D,VelChange,Mushroom,None,vy
4,Mushroom,U,VelChange,Mushroom,None,vy
Mushroom,SPENT,D,VelChange,Mushroom,None,vy
SPENT,Mushroom,U,VelChange,Mushroom,None,vy
Mushroom,BLOCK,D,None,None,None,None
BLOCK,Mushroom,U,None,None,None,None
Mushroom,6,D,None,None,None,None
6,Mushroom,U,None,None,None,None
Mario,SPENT,D,None,None,None,None
SPENT,Mario,U,None,None,None,None
Mario,BLOCK,D,None,None,None,None
BLOCK,Mario,U,None,None,None,None
BigMario,BLOCK,D,VelChange,BigMario,None,vy
BLOCK,BigMario,U,VelChange,BigMario,None,vy
BigMario,BLOCK,L,VelChange,BigMario,None,vx
BLOCK,BigMario,R,VelChange,BigMario,None,vx
BigMario,BLOCK,D,VelChange,BigMario,None,vy
BLOCK,BigMario,U,VelChange,BigMario,None,vy
BigMario,BLOCK,U,Change,BLOCK,SPENT,None
BigMario,BLOCK,U,append,Coin,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Change,BLOCK,SPENT,None
BLOCK,BigMario,D,append,Coin,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,BLOCK,D,VelChange,BigMario,None,vy
BLOCK,BigMario,U,VelChange,BigMario,None,vy
BigMario,BLOCK,U,Change,BLOCK,SPENT,None
BigMario,BLOCK,U,append,Coin,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Change,BLOCK,SPENT,None
BLOCK,BigMario,D,append,Coin,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,BLOCK,D,VelChange,BigMario,None,vy
BLOCK,BigMario,U,VelChange,BigMario,None,vy
BigMario,SPENT,D,None,None,None,None
SPENT,BigMario,U,None,None,None,None
BigMario,BLOCK,U,Change,BLOCK,SPENT,None
BigMario,BLOCK,U,append,Coin,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Change,BLOCK,SPENT,None
BLOCK,BigMario,D,append,Coin,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,SPENT,D,VelChange,BigMario,None,vy
SPENT,BigMario,U,VelChange,BigMario,None,vy
BigMario,BLOCK,D,None,None,None,None
BLOCK,BigMario,U,None,None,None,None
BigMario,BLOCK,U,Change,BLOCK,SPENT,None
BigMario,BLOCK,U,append,Coin,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Change,BLOCK,SPENT,None
BLOCK,BigMario,D,append,Coin,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,BLOCK,D,None,None,None,None
BLOCK,BigMario,U,None,None,None,None
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,ROCK,R,VelChange,BigMario,None,vx
ROCK,BigMario,L,VelChange,BigMario,None,vx
BigMario,ROCK,D,VelChange,BigMario,None,vy
ROCK,BigMario,U,VelChange,BigMario,None,vy
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,ROCK,D,VelChange,BigMario,None,vy
ROCK,BigMario,U,VelChange,BigMario,None,vy
BigMario,COIN,D,Delete,Coin,None,None
BigMario,COIN,D,Delete,Coin,None,None
COIN,BigMario,U,Delete,Coin,None,None
COIN,BigMario,U,Delete,Coin,None,None
BigMario,COIN,D,Delete,Coin,None,None
BigMario,COIN,D,Delete,Coin,None,None
COIN,BigMario,U,Delete,Coin,None,None
COIN,BigMario,U,Delete,Coin,None,None
BigMario,COIN,R,Delete,Coin,None,None
COIN,BigMario,L,Delete,Coin,None,None
BigMario,COIN,R,Delete,Coin,None,None
COIN,BigMario,L,Delete,Coin,None,None
Goomba,BLOCK,D,VelChange,Goomba,None,vy
BLOCK,Goomba,U,VelChange,Goomba,None,vy
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,BLOCK,U,Change,BLOCK,SPENT,None
BigMario,BLOCK,U,append,Coin,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Change,BLOCK,SPENT,None
BLOCK,BigMario,D,append,Coin,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,BLOCK,U,Change,BLOCK,SPENT,None
BigMario,BLOCK,U,append,Coin,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Change,BLOCK,SPENT,None
BLOCK,BigMario,D,append,Coin,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,GROUND,D,None,None,None,None
GROUND,BigMario,U,None,None,None,None
BigMario,BLOCK,U,Change,BLOCK,SPENT,None
BigMario,BLOCK,U,append,FireFlower,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Change,BLOCK,SPENT,None
BLOCK,BigMario,D,append,FireFlower,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,SPENT,R,VelChange,BigMario,None,vx
SPENT,BigMario,L,VelChange,BigMario,None,vx
BigMario,SPENT,D,None,None,None,None
SPENT,BigMario,U,None,None,None,None
FireMario,SPENT,D,VelChange,FireMario,None,vy
SPENT,FireMario,U,VelChange,FireMario,None,vy
FireMario,BLOCK,D,None,None,None,None
BLOCK,FireMario,U,None,None,None,None
FireMario,BLOCK,U,Change,BLOCK,SPENT,None
FireMario,BLOCK,U,append,Coin,None,None
FireMario,BLOCK,U,VelChange,FireMario,None,vy
BLOCK,FireMario,D,Change,BLOCK,SPENT,None
BLOCK,FireMario,D,append,Coin,None,None
BLOCK,FireMario,D,VelChange,FireMario,None,vy
FireMario,BLOCK,D,VelChange,FireMario,None,vy
BLOCK,FireMario,U,VelChange,FireMario,None,vy
FireMario,BLOCK,U,Change,BLOCK,SPENT,None
FireMario,BLOCK,U,append,Coin,None,None
FireMario,BLOCK,U,VelChange,FireMario,None,vy
BLOCK,FireMario,D,Change,BLOCK,SPENT,None
BLOCK,FireMario,D,append,Coin,None,None
BLOCK,FireMario,D,VelChange,FireMario,None,vy
FireMario,BLOCK,D,None,None,None,None
BLOCK,FireMario,U,None,None,None,None
FireMario,GROUND,D,VelChange,FireMario,None,vy
GROUND,FireMario,U,VelChange,FireMario,None,vy
FireMario,TUBE_TOP_LEFT,R,VelChange,FireMario,None,vx
TUBE_TOP_LEFT,FireMario,L,VelChange,FireMario,None,vx
FireMario,TUBE_SIDE_LEFT,R,VelChange,FireMario,None,vx
TUBE_SIDE_LEFT,FireMario,L,VelChange,FireMario,None,vx
FireMario,TUBE_TOP_RIGHT,D,VelChange,FireMario,None,vy
TUBE_TOP_RIGHT,FireMario,U,VelChange,FireMario,None,vy
FireMario,GROUND,D,VelChange,FireMario,None,vy
GROUND,FireMario,U,VelChange,FireMario,None,vy
FireMario,RIGHT_UP_GRASS_EDGE,D,None,None,None,None
RIGHT_UP_GRASS_EDGE,FireMario,U,None,None,None,None
FireMario,ROCK,D,VelChange,FireMario,None,vy
ROCK,FireMario,U,VelChange,FireMario,None,vy
FireMario,ROCK,D,VelChange,FireMario,None,vy
ROCK,FireMario,U,VelChange,FireMario,None,vy
FireMario,ROCK,D,VelChange,FireMario,None,vy
ROCK,FireMario,U,VelChange,FireMario,None,vy
FireMario,RIGHT_UP_GRASS_EDGE,D,VelChange,FireMario,None,vy
RIGHT_UP_GRASS_EDGE,FireMario,U,VelChange,FireMario,None,vy
FireMario,GROUND,D,VelChange,FireMario,None,vy
GROUND,FireMario,U,VelChange,FireMario,None,vy
FireMario,GROUND,D,VelChange,FireMario,None,vy
GROUND,FireMario,U,VelChange,FireMario,None,vy
FireMario,COIN,R,Delete,Coin,None,None
COIN,FireMario,L,Delete,Coin,None,None
FireMario,COIN,R,Delete,Coin,None,None
FireMario,COIN,R,Delete,Coin,None,None
FireMario,COIN,R,Delete,Coin,None,None
COIN,FireMario,L,Delete,Coin,None,None
COIN,FireMario,L,Delete,Coin,None,None
COIN,FireMario,L,Delete,Coin,None,None
FireMario,COIN,U,Delete,Coin,None,None
FireMario,COIN,U,Delete,Coin,None,None
FireMario,COIN,U,Delete,Coin,None,None
COIN,FireMario,D,Delete,Coin,None,None
COIN,FireMario,D,Delete,Coin,None,None
COIN,FireMario,D,Delete,Coin,None,None
FireMario,COIN,U,Delete,Coin,None,None
FireMario,COIN,U,Delete,Coin,None,None
FireMario,COIN,U,Delete,Coin,None,None
COIN,FireMario,D,Delete,Coin,None,None
COIN,FireMario,D,Delete,Coin,None,None
COIN,FireMario,D,Delete,Coin,None,None
