ObjectA,ObjectB,A2BDir,EffectType,Source,Target,VelChange,Which
Fireball,HILL_RIGHT,U,None,None,None,None,OTHER
HILL_RIGHT,Fireball,D,None,None,None,None,OTHER
Fireball,HILL_RIGHT,R,None,None,None,None,OTHER
HILL_RIGHT,Fireball,L,None,None,None,None,OTHER
Fireball,HILL_FILL,U,None,None,None,None,OTHER
HILL_FILL,Fireball,D,None,None,None,None,OTHER
FireMario,HILL_TOP,D,VelChange,Fireball,None,vy,OTHER
FireMario,HILL_TOP,D,VelChange,FireMario,None,vy,A
HILL_TOP,FireMario,U,VelChange,Fireball,None,vy,OTHER
HILL_TOP,FireMario,U,VelChange,FireMario,None,vy,B
Fireball,HILL_RIGHT,D,None,None,None,None,OTHER
HILL_RIGHT,Fireball,U,None,None,None,None,OTHER
Fireball,HILL_RIGHT,R,None,None,None,None,OTHER
HILL_RIGHT,Fireball,L,None,None,None,None,OTHER
FireMario,HILL_TOP_RIGHT,D,None,None,None,None,OTHER
HILL_TOP_RIGHT,FireMario,U,None,None,None,None,OTHER
Fireball,COIN,R,None,None,None,None,OTHER
COIN,Fireball,L,None,None,None,None,OTHER
Fireball,8,R,Delete,Fireball,None,None,A
Fireball,8,R,VelChange,Fireball,None,vx,A
8,Fireball,L,Delete,Fireball,None,None,B
8,Fireball,L,VelChange,Fireball,None,vx,B
Fireball,LEFT_UP_GRASS_EDGE,R,Delete,Fireball,None,None,A
Fireball,LEFT_UP_GRASS_EDGE,R,VelChange,Fireball,None,vx,A
LEFT_UP_GRASS_EDGE,Fireball,L,Delete,Fireball,None,None,B
LEFT_UP_GRASS_EDGE,Fireball,L,VelChange,Fireball,None,vx,B
Fireball,GROUND,D,VelChange,Fireball,None,vy,A
GROUND,Fireball,U,VelChange,Fireball,None,vy,B
Fireball,7,D,VelChange,Fireball,None,vy,A
7,Fireball,U,VelChange,Fireball,None,vy,B
Fireball,COIN,U,None,None,None,None,OTHER
COIN,Fireball,D,None,None,None,None,OTHER
Fireball,COIN,R,None,None,None,None,OTHER
COIN,Fireball,L,None,None,None,None,OTHER
FireMario,COIN,R,Delete,COIN,None,None,B
FireMario,COIN,R,VelChange,FireMario,None,vy,A
COIN,FireMario,L,Delete,COIN,None,None,A
COIN,FireMario,L,VelChange,FireMario,None,vy,B
FireMario,LEFT_UP_GRASS_EDGE,D,Delete,COIN,None,None,OTHER
FireMario,LEFT_UP_GRASS_EDGE,D,VelChange,FireMario,None,vy,A
LEFT_UP_GRASS_EDGE,FireMario,U,Delete,COIN,None,None,OTHER
LEFT_UP_GRASS_EDGE,FireMario,U,VelChange,FireMario,None,vy,B
FireMario,GROUND,D,None,None,None,None,OTHER
GROUND,FireMario,U,None,None,None,None,OTHER
FireMario,COIN,R,VelChange,Fireball,None,vy,OTHER
FireMario,COIN,R,Delete,COIN,None,None,B
COIN,FireMario,L,VelChange,Fireball,None,vy,OTHER
COIN,FireMario,L,Delete,COIN,None,None,A
Fireball,COIN,D,None,None,None,None,OTHER
COIN,Fireball,U,None,None,None,None,OTHER
FireMario,COIN,R,Delete,COIN,None,None,B
COIN,FireMario,L,Delete,COIN,None,None,A
FireMario,COIN,R,Delete,COIN,None,None,B
COIN,FireMario,L,Delete,COIN,None,None,A
Fireball,GROUND,D,VelChange,Fireball,None,vy,A
GROUND,Fireball,U,VelChange,Fireball,None,vy,B
Fireball,7,D,VelChange,Fireball,None,vy,A
7,Fireball,U,VelChange,Fireball,None,vy,B
FireMario,COIN,R,Add,Fireball,None,None,OTHER
FireMario,COIN,R,Delete,COIN,None,None,B
COIN,FireMario,L,Add,Fireball,None,None,OTHER
COIN,FireMario,L,Delete,COIN,None,None,A
Fireball,COIN,R,None,None,None,None,OTHER
COIN,Fireball,L,None,None,None,None,OTHER
FireMario,BLOCK,U,Change,BLOCK,SPENT,None,B
FireMario,BLOCK,U,Add,FireFlower,None,None,OTHER
FireMario,BLOCK,U,VelChange,FireMario,None,vy,A
BLOCK,FireMario,D,Change,BLOCK,SPENT,None,A
BLOCK,FireMario,D,Add,FireFlower,None,None,OTHER
BLOCK,FireMario,D,VelChange,FireMario,None,vy,B
Fireball,GROUND,D,VelChange,Fireball,None,vy,A
Fireball,GROUND,D,Delete,COIN,None,None,OTHER
GROUND,Fireball,U,VelChange,Fireball,None,vy,B
GROUND,Fireball,U,Delete,COIN,None,None,OTHER
Fireball,7,D,VelChange,Fireball,None,vy,A
Fireball,7,D,Delete,COIN,None,None,OTHER
7,Fireball,U,VelChange,Fireball,None,vy,B
7,Fireball,U,Delete,COIN,None,None,OTHER
FireMario,COIN,R,VelChange,Fireball,None,vy,OTHER
FireMario,COIN,R,Delete,COIN,None,None,B
COIN,FireMario,L,VelChange,Fireball,None,vy,OTHER
COIN,FireMario,L,Delete,COIN,None,None,A
FireMario,GROUND,D,VelChange,FireMario,None,vy,A
GROUND,FireMario,U,VelChange,FireMario,None,vy,B
Fireball,6,R,VelChange,Fireball,None,vy,A
Fireball,6,R,Delete,Fireball,None,None,A
Fireball,6,R,VelChange,Fireball,None,vx,A
6,Fireball,L,VelChange,Fireball,None,vy,B
6,Fireball,L,Delete,Fireball,None,None,B
6,Fireball,L,VelChange,Fireball,None,vx,B
Fireball,BLOCK,R,VelChange,Fireball,None,vy,A
Fireball,BLOCK,R,Delete,Fireball,None,None,A
Fireball,BLOCK,R,VelChange,Fireball,None,vx,A
BLOCK,Fireball,L,VelChange,Fireball,None,vy,B
BLOCK,Fireball,L,Delete,Fireball,None,None,B
BLOCK,Fireball,L,VelChange,Fireball,None,vx,B
FireMario,BLOCK,U,Delete,16,None,None,OTHER
FireMario,BLOCK,U,VelChange,FireMario,None,vy,A
BLOCK,FireMario,D,Delete,16,None,None,OTHER
BLOCK,FireMario,D,VelChange,FireMario,None,vy,B
Fireball,GROUND,D,VelChange,Fireball,None,vy,A
GROUND,Fireball,U,VelChange,Fireball,None,vy,B
Fireball,7,D,VelChange,Fireball,None,vy,A
7,Fireball,U,VelChange,Fireball,None,vy,B
Fireball,COIN,D,VelChange,FireMario,None,vx,OTHER
COIN,Fireball,U,VelChange,FireMario,None,vx,OTHER
FireMario,GROUND,D,VelChange,FireMario,None,vx,A
GROUND,FireMario,U,VelChange,FireMario,None,vx,B
Fireball,COIN,R,None,None,None,None,OTHER
COIN,Fireball,L,None,None,None,None,OTHER
Fireball,GROUND,D,VelChange,Fireball,None,vy,A
GROUND,Fireball,U,VelChange,Fireball,None,vy,B
Fireball,7,D,VelChange,Fireball,None,vy,A
7,Fireball,U,VelChange,Fireball,None,vy,B
Fireball,COIN,U,VelChange,Fireball,None,vy,A
COIN,Fireball,D,VelChange,Fireball,None,vy,B
Fireball,COIN,R,None,None,None,None,OTHER
COIN,Fireball,L,None,None,None,None,OTHER
Fireball,6,R,Delete,Fireball,None,None,A
Fireball,6,R,VelChange,Fireball,None,vx,A
6,Fireball,L,Delete,Fireball,None,None,B
6,Fireball,L,VelChange,Fireball,None,vx,B
Fireball,BLOCK,R,Delete,Fireball,None,None,A
Fireball,BLOCK,R,VelChange,Fireball,None,vx,A
BLOCK,Fireball,L,Delete,Fireball,None,None,B
BLOCK,Fireball,L,VelChange,Fireball,None,vx,B
Fireball,COIN,R,Delete,Fireball,None,None,A
Fireball,COIN,R,VelChange,Fireball,None,vx,A
COIN,Fireball,L,Delete,Fireball,None,None,B
COIN,Fireball,L,VelChange,Fireball,None,vx,B
FireMario,BLOCK,U,Add,Fireball,None,None,OTHER
FireMario,BLOCK,U,Change,BLOCK,SPENT,None,B
FireMario,BLOCK,U,Add,COIN,None,None,OTHER
FireMario,BLOCK,U,VelChange,FireMario,None,vy,A
BLOCK,FireMario,D,Add,Fireball,None,None,OTHER
BLOCK,FireMario,D,Change,BLOCK,SPENT,None,A
BLOCK,FireMario,D,Add,COIN,None,None,OTHER
BLOCK,FireMario,D,VelChange,FireMario,None,vy,B
FireMario,GROUND,D,None,None,None,None,OTHER
GROUND,FireMario,U,None,None,None,None,OTHER
Fireball,GROUND,D,VelChange,Fireball,None,vy,A
Fireball,GROUND,D,VelChange,Fireball,None,vy,A
Fireball,GROUND,D,VelChange,FireMario,None,vx,OTHER
GROUND,Fireball,U,VelChange,Fireball,None,vy,B
GROUND,Fireball,U,VelChange,Fireball,None,vy,B
GROUND,Fireball,U,VelChange,FireMario,None,vx,OTHER
Fireball,7,D,VelChange,Fireball,None,vy,A
Fireball,7,D,VelChange,Fireball,None,vy,A
Fireball,7,D,VelChange,FireMario,None,vx,OTHER
7,Fireball,U,VelChange,Fireball,None,vy,B
7,Fireball,U,VelChange,Fireball,None,vy,B
7,Fireball,U,VelChange,FireMario,None,vx,OTHER
Fireball,GROUND,D,VelChange,Fireball,None,vy,A
Fireball,GROUND,D,VelChange,Fireball,None,vy,A
Fireball,GROUND,D,VelChange,FireMario,None,vx,OTHER
GROUND,Fireball,U,VelChange,Fireball,None,vy,B
GROUND,Fireball,U,VelChange,Fireball,None,vy,B
GROUND,Fireball,U,VelChange,FireMario,None,vx,OTHER
Fireball,7,D,VelChange,Fireball,None,vy,A
Fireball,7,D,VelChange,Fireball,None,vy,A
Fireball,7,D,VelChange,FireMario,None,vx,OTHER
7,Fireball,U,VelChange,Fireball,None,vy,B
7,Fireball,U,VelChange,Fireball,None,vy,B
7,Fireball,U,VelChange,FireMario,None,vx,OTHER
Fireball,HILL_RIGHT,D,VelChange,FireMario,None,vx,OTHER
HILL_RIGHT,Fireball,U,VelChange,FireMario,None,vx,OTHER
Fireball,HILL_RIGHT,L,VelChange,FireMario,None,vx,OTHER
HILL_RIGHT,Fireball,R,VelChange,FireMario,None,vx,OTHER
Fireball,GROUND,D,VelChange,Fireball,None,vy,A
GROUND,Fireball,U,VelChange,Fireball,None,vy,B
Fireball,7,D,VelChange,Fireball,None,vy,A
7,Fireball,U,VelChange,Fireball,None,vy,B
Fireball,HILL_FILL,D,VelChange,Fireball,None,vy,A
HILL_FILL,Fireball,U,VelChange,Fireball,None,vy,B
Fireball,HILL_RIGHT,D,VelChange,Fireball,None,vy,A
HILL_RIGHT,Fireball,U,VelChange,Fireball,None,vy,B
Fireball,HILL_FILL,L,VelChange,Fireball,None,vy,A
HILL_FILL,Fireball,R,VelChange,Fireball,None,vy,B
Fireball,3,D,VelChange,Fireball,None,vy,A
Fireball,3,D,VelChange,FireMario,None,vx,OTHER
3,Fireball,U,VelChange,Fireball,None,vy,B
3,Fireball,U,VelChange,FireMario,None,vx,OTHER
Fireball,HILL_TOP,D,VelChange,Fireball,None,vy,A
Fireball,HILL_TOP,D,VelChange,FireMario,None,vx,OTHER
HILL_TOP,Fireball,U,VelChange,Fireball,None,vy,B
HILL_TOP,Fireball,U,VelChange,FireMario,None,vx,OTHER
Fireball,HILL_TOP_RIGHT_IN,D,VelChange,Fireball,None,vy,A
Fireball,HILL_TOP_RIGHT_IN,D,VelChange,FireMario,None,vx,OTHER
HILL_TOP_RIGHT_IN,Fireball,U,VelChange,Fireball,None,vy,B
HILL_TOP_RIGHT_IN,Fireball,U,VelChange,FireMario,None,vx,OTHER
FireMario,SPENT,L,VelChange,Fireball,None,vy,OTHER
FireMario,SPENT,L,VelChange,FireMario,None,vx,A
SPENT,FireMario,R,VelChange,Fireball,None,vy,OTHER
SPENT,FireMario,R,VelChange,FireMario,None,vx,B
Fireball,HILL_FILL,U,None,None,None,None,OTHER
HILL_FILL,Fireball,D,None,None,None,None,OTHER
Fireball,HILL_FILL,U,VelChange,Fireball,None,vy,A
HILL_FILL,Fireball,D,VelChange,Fireball,None,vy,B
FireMario,SPENT,D,VelChange,Fireball,None,vy,OTHER
SPENT,FireMario,U,VelChange,Fireball,None,vy,OTHER
Fireball,HILL_LEFT,L,VelChange,Fireball,None,vy,A
HILL_LEFT,Fireball,R,VelChange,Fireball,None,vy,B
Fireball,HILL_LEFT,U,VelChange,Fireball,None,vy,A
HILL_LEFT,Fireball,D,VelChange,Fireball,None,vy,B
Fireball,HILL_RIGHT,D,None,None,None,None,OTHER
HILL_RIGHT,Fireball,U,None,None,None,None,OTHER
Fireball,HILL_RIGHT,L,None,None,None,None,OTHER
HILL_RIGHT,Fireball,R,None,None,None,None,OTHER
Fireball,HILL_TOP_RIGHT_IN,L,VelChange,Fireball,None,vy,A
HILL_TOP_RIGHT_IN,Fireball,R,VelChange,Fireball,None,vy,B
Fireball,GROUND,D,VelChange,Fireball,None,vy,A
GROUND,Fireball,U,VelChange,Fireball,None,vy,B
Fireball,HILL_RIGHT,L,VelChange,Fireball,None,vy,A
HILL_RIGHT,Fireball,R,VelChange,Fireball,None,vy,B
Fireball,7,D,VelChange,Fireball,None,vy,A
7,Fireball,U,VelChange,Fireball,None,vy,B
Fireball,HILL_TOP_RIGHT_IN,U,None,None,None,None,OTHER
HILL_TOP_RIGHT_IN,Fireball,D,None,None,None,None,OTHER
Fireball,HILL_TOP,U,None,None,None,None,OTHER
HILL_TOP,Fireball,D,None,None,None,None,OTHER
Fireball,HILL_TOP,L,None,None,None,None,OTHER
HILL_TOP,Fireball,R,None,None,None,None,OTHER
Fireball,HILL_FILL,L,None,None,None,None,OTHER
HILL_FILL,Fireball,R,None,None,None,None,OTHER
Fireball,HILL_TOP,L,None,None,None,None,OTHER
HILL_TOP,Fireball,R,None,None,None,None,OTHER
Fireball,HILL_FILL,U,None,None,None,None,OTHER
HILL_FILL,Fireball,D,None,None,None,None,OTHER
Fireball,HILL_FILL,L,Add,Fireball,None,None,A
HILL_FILL,Fireball,R,Add,Fireball,None,None,B
Fireball,HILL_TOP,L,VelChange,Fireball,None,vy,A
Fireball,HILL_TOP,L,VelChange,FireMario,None,vx,OTHER
Fireball,HILL_TOP,L,VelChange,FireMario,None,vy,OTHER
HILL_TOP,Fireball,R,VelChange,Fireball,None,vy,B
HILL_TOP,Fireball,R,VelChange,FireMario,None,vx,OTHER
HILL_TOP,Fireball,R,VelChange,FireMario,None,vy,OTHER
Fireball,3,D,VelChange,Fireball,None,vy,A
Fireball,3,D,VelChange,FireMario,None,vx,OTHER
3,Fireball,U,VelChange,Fireball,None,vy,B
3,Fireball,U,VelChange,FireMario,None,vx,OTHER
Fireball,HILL_TOP,D,VelChange,Fireball,None,vy,A
Fireball,HILL_TOP,D,VelChange,FireMario,None,vx,OTHER
HILL_TOP,Fireball,U,VelChange,Fireball,None,vy,B
HILL_TOP,Fireball,U,VelChange,FireMario,None,vx,OTHER
Fireball,HILL_LEFT,L,VelChange,Fireball,None,vy,A
Fireball,HILL_LEFT,L,VelChange,FireMario,None,vx,OTHER
HILL_LEFT,Fireball,R,VelChange,Fireball,None,vy,B
HILL_LEFT,Fireball,R,VelChange,FireMario,None,vx,OTHER
Fireball,HILL_TOP,L,VelChange,Fireball,None,vy,A
Fireball,HILL_TOP,L,VelChange,FireMario,None,vx,OTHER
HILL_TOP,Fireball,R,VelChange,Fireball,None,vy,B
HILL_TOP,Fireball,R,VelChange,FireMario,None,vx,OTHER
FireMario,QBLOCK,R,VelChange,Fireball,None,vy,OTHER
FireMario,QBLOCK,R,VelChange,FireMario,None,vx,A
QBLOCK,FireMario,L,VelChange,Fireball,None,vy,OTHER
QBLOCK,FireMario,L,VelChange,FireMario,None,vx,B
Fireball,4,D,VelChange,Fireball,None,vy,A
4,Fireball,U,VelChange,Fireball,None,vy,B
Fireball,SPENT,D,VelChange,Fireball,None,vy,A
SPENT,Fireball,U,VelChange,Fireball,None,vy,B
Fireball,HILL_LEFT,U,VelChange,Fireball,None,vy,A
HILL_LEFT,Fireball,D,VelChange,Fireball,None,vy,B
FireMario,GROUND,D,VelChange,Fireball,None,vy,OTHER
GROUND,FireMario,U,VelChange,Fireball,None,vy,OTHER
Fireball,HILL_TOP,L,None,None,None,None,OTHER
HILL_TOP,Fireball,R,None,None,None,None,OTHER
Fireball,GROUND,D,VelChange,Fireball,None,vy,A
GROUND,Fireball,U,VelChange,Fireball,None,vy,B
Fireball,7,D,VelChange,Fireball,None,vy,A
7,Fireball,U,VelChange,Fireball,None,vy,B
Fireball,BLOCK,D,VelChange,Fireball,None,vy,A
BLOCK,Fireball,U,VelChange,Fireball,None,vy,B
Fireball,6,D,VelChange,Fireball,None,vy,A
6,Fireball,U,VelChange,Fireball,None,vy,B
FireMario,RIGHT_UP_GRASS_EDGE,D,None,None,None,None,OTHER
RIGHT_UP_GRASS_EDGE,FireMario,U,None,None,None,None,OTHER
Fireball,COIN,D,None,None,None,None,OTHER
COIN,Fireball,U,None,None,None,None,OTHER
Fireball,COIN,R,Delete,COIN,None,None,B
COIN,Fireball,L,Delete,COIN,None,None,A
FireMario,COIN,D,Delete,COIN,None,None,B
COIN,FireMario,U,Delete,COIN,None,None,A
Fireball,GROUND,D,VelChange,Fireball,None,vy,A
GROUND,Fireball,U,VelChange,Fireball,None,vy,B
Fireball,7,D,VelChange,Fireball,None,vy,A
7,Fireball,U,VelChange,Fireball,None,vy,B
Fireball,COIN,U,None,None,None,None,OTHER
COIN,Fireball,D,None,None,None,None,OTHER
Fireball,COIN,R,Delete,COIN,None,None,B
COIN,Fireball,L,Delete,COIN,None,None,A
FireMario,COIN,R,Delete,COIN,None,None,B
COIN,FireMario,L,Delete,COIN,None,None,A
FireMario,GROUND,D,VelChange,FireMario,None,vy,A
GROUND,FireMario,U,VelChange,FireMario,None,vy,B
FireMario,COIN,R,Delete,COIN,None,None,B
COIN,FireMario,L,Delete,COIN,None,None,A
Fireball,COIN,R,VelChange,Fireball,None,vy,A
COIN,Fireball,L,VelChange,Fireball,None,vy,B
Fireball,BLOCK,D,VelChange,Fireball,None,vy,A
BLOCK,Fireball,U,VelChange,Fireball,None,vy,B
Fireball,6,D,VelChange,Fireball,None,vy,A
6,Fireball,U,VelChange,Fireball,None,vy,B
Fireball,COIN,D,Delete,COIN,None,None,B
COIN,Fireball,U,Delete,COIN,None,None,A
FireMario,COIN,R,Delete,COIN,None,None,B
COIN,FireMario,L,Delete,COIN,None,None,A
FireMario,BLOCK,U,Delete,16,None,None,OTHER
FireMario,BLOCK,U,VelChange,FireMario,None,vy,A
BLOCK,FireMario,D,Delete,16,None,None,OTHER
BLOCK,FireMario,D,VelChange,FireMario,None,vy,B
Fireball,QBLOCK,R,Delete,Fireball,None,None,A
Fireball,QBLOCK,R,VelChange,Fireball,None,vx,A
QBLOCK,Fireball,L,Delete,Fireball,None,None,B
QBLOCK,Fireball,L,VelChange,Fireball,None,vx,B
Fireball,7,R,Delete,Fireball,None,None,A
Fireball,7,R,VelChange,Fireball,None,vx,A
7,Fireball,L,Delete,Fireball,None,None,B
7,Fireball,L,VelChange,Fireball,None,vx,B
FireMario,COIN,R,Delete,COIN,None,None,B
COIN,FireMario,L,Delete,COIN,None,None,A
FireMario,GROUND,D,VelChange,FireMario,None,vy,A
GROUND,FireMario,U,VelChange,FireMario,None,vy,B
Fireball,GROUND,D,VelChange,Fireball,None,vy,A
GROUND,Fireball,U,VelChange,Fireball,None,vy,B
Fireball,7,D,VelChange,Fireball,None,vy,A
7,Fireball,U,VelChange,Fireball,None,vy,B
Fireball,2,R,Delete,Fireball,None,None,A
Fireball,2,R,VelChange,Fireball,None,vx,A
2,Fireball,L,Delete,Fireball,None,None,B
2,Fireball,L,VelChange,Fireball,None,vx,B
Fireball,LEFT_UP_GRASS_EDGE,R,Delete,Fireball,None,None,A
Fireball,LEFT_UP_GRASS_EDGE,R,VelChange,Fireball,None,vx,A
LEFT_UP_GRASS_EDGE,Fireball,L,Delete,Fireball,None,None,B
LEFT_UP_GRASS_EDGE,Fireball,L,VelChange,Fireball,None,vx,B
Fireball,LEFT_GRASS_EDGE,R,Delete,Fireball,None,None,A
Fireball,LEFT_GRASS_EDGE,R,VelChange,Fireball,None,vx,A
LEFT_GRASS_EDGE,Fireball,L,Delete,Fireball,None,None,B
LEFT_GRASS_EDGE,Fireball,L,VelChange,Fireball,None,vx,B
Fireball,COIN,R,Add,Fireball,None,None,A
COIN,Fireball,L,Add,Fireball,None,None,B
FireMario,BLOCK,U,Change,BLOCK,SPENT,None,B
FireMario,BLOCK,U,Add,COIN,None,None,OTHER
FireMario,BLOCK,U,VelChange,FireMario,None,vy,A
BLOCK,FireMario,D,Change,BLOCK,SPENT,None,A
BLOCK,FireMario,D,Add,COIN,None,None,OTHER
BLOCK,FireMario,D,VelChange,FireMario,None,vy,B
Fireball,GROUND,D,VelChange,Fireball,None,vy,A
Fireball,GROUND,D,Delete,COIN,None,None,OTHER
GROUND,Fireball,U,VelChange,Fireball,None,vy,B
GROUND,Fireball,U,Delete,COIN,None,None,OTHER
Fireball,7,D,VelChange,Fireball,None,vy,A
Fireball,7,D,Delete,COIN,None,None,OTHER
7,Fireball,U,VelChange,Fireball,None,vy,B
7,Fireball,U,Delete,COIN,None,None,OTHER
FireMario,COIN,R,VelChange,Fireball,None,vy,OTHER
FireMario,COIN,R,Delete,COIN,None,None,B
COIN,FireMario,L,VelChange,Fireball,None,vy,OTHER
COIN,FireMario,L,Delete,COIN,None,None,A
FireMario,GROUND,D,VelChange,FireMario,None,vy,A
GROUND,FireMario,U,VelChange,FireMario,None,vy,B
Fireball,8,R,Delete,Fireball,None,None,A
Fireball,8,R,VelChange,Fireball,None,vx,A
8,Fireball,L,Delete,Fireball,None,None,B
8,Fireball,L,VelChange,Fireball,None,vx,B
Fireball,LEFT_UP_GRASS_EDGE,R,Delete,Fireball,None,None,A
Fireball,LEFT_UP_GRASS_EDGE,R,VelChange,Fireball,None,vx,A
LEFT_UP_GRASS_EDGE,Fireball,L,Delete,Fireball,None,None,B
LEFT_UP_GRASS_EDGE,Fireball,L,VelChange,Fireball,None,vx,B
FireMario,BLOCK,U,Delete,16,None,None,OTHER
FireMario,BLOCK,U,VelChange,FireMario,None,vy,A
BLOCK,FireMario,D,Delete,16,None,None,OTHER
BLOCK,FireMario,D,VelChange,FireMario,None,vy,B
Fireball,GROUND,D,VelChange,Fireball,None,vy,A
GROUND,Fireball,U,VelChange,Fireball,None,vy,B
Fireball,7,D,VelChange,Fireball,None,vy,A
7,Fireball,U,VelChange,Fireball,None,vy,B
FireMario,GROUND,D,VelChange,FireMario,None,vy,A
GROUND,FireMario,U,VelChange,FireMario,None,vy,B
Fireball,8,R,Delete,Fireball,None,None,A
Fireball,8,R,VelChange,Fireball,None,vx,A
8,Fireball,L,Delete,Fireball,None,None,B
8,Fireball,L,VelChange,Fireball,None,vx,B
Fireball,LEFT_UP_GRASS_EDGE,R,Delete,Fireball,None,None,A
Fireball,LEFT_UP_GRASS_EDGE,R,VelChange,Fireball,None,vx,A
LEFT_UP_GRASS_EDGE,Fireball,L,Delete,Fireball,None,None,B
LEFT_UP_GRASS_EDGE,Fireball,L,VelChange,Fireball,None,vx,B
FireMario,BLOCK,U,Change,BLOCK,SPENT,None,B
FireMario,BLOCK,U,Add,COIN,None,None,OTHER
FireMario,BLOCK,U,VelChange,FireMario,None,vy,A
BLOCK,FireMario,D,Change,BLOCK,SPENT,None,A
BLOCK,FireMario,D,Add,COIN,None,None,OTHER
BLOCK,FireMario,D,VelChange,FireMario,None,vy,B
Fireball,GROUND,D,VelChange,Fireball,None,vy,A
GROUND,Fireball,U,VelChange,Fireball,None,vy,B
Fireball,7,D,VelChange,Fireball,None,vy,A
7,Fireball,U,VelChange,Fireball,None,vy,B
Fireball,2,R,Delete,Fireball,None,None,A
Fireball,2,R,VelChange,Fireball,None,vx,A
Fireball,2,R,VelChange,FireMario,None,vy,OTHER
2,Fireball,L,Delete,Fireball,None,None,B
2,Fireball,L,VelChange,Fireball,None,vx,B
2,Fireball,L,VelChange,FireMario,None,vy,OTHER
Fireball,LEFT_UP_GRASS_EDGE,R,Delete,Fireball,None,None,A
Fireball,LEFT_UP_GRASS_EDGE,R,VelChange,Fireball,None,vx,A
Fireball,LEFT_UP_GRASS_EDGE,R,VelChange,FireMario,None,vy,OTHER
LEFT_UP_GRASS_EDGE,Fireball,L,Delete,Fireball,None,None,B
LEFT_UP_GRASS_EDGE,Fireball,L,VelChange,Fireball,None,vx,B
LEFT_UP_GRASS_EDGE,Fireball,L,VelChange,FireMario,None,vy,OTHER
Fireball,LEFT_GRASS_EDGE,R,Delete,Fireball,None,None,A
Fireball,LEFT_GRASS_EDGE,R,VelChange,Fireball,None,vx,A
Fireball,LEFT_GRASS_EDGE,R,VelChange,FireMario,None,vy,OTHER
LEFT_GRASS_EDGE,Fireball,L,Delete,Fireball,None,None,B
LEFT_GRASS_EDGE,Fireball,L,VelChange,Fireball,None,vx,B
LEFT_GRASS_EDGE,Fireball,L,VelChange,FireMario,None,vy,OTHER
FireMario,GROUND,D,Delete,Fireball,None,None,OTHER
FireMario,GROUND,D,VelChange,Fireball,None,vx,OTHER
FireMario,GROUND,D,VelChange,FireMario,None,vy,A
GROUND,FireMario,U,Delete,Fireball,None,None,OTHER
GROUND,FireMario,U,VelChange,Fireball,None,vx,OTHER
GROUND,FireMario,U,VelChange,FireMario,None,vy,B
FireMario,BLOCK,U,Delete,16,None,None,OTHER
FireMario,BLOCK,U,VelChange,FireMario,None,vy,A
BLOCK,FireMario,D,Delete,16,None,None,OTHER
BLOCK,FireMario,D,VelChange,FireMario,None,vy,B
Fireball,GROUND,D,VelChange,Fireball,None,vy,A
GROUND,Fireball,U,VelChange,Fireball,None,vy,B
Fireball,7,D,VelChange,Fireball,None,vy,A
7,Fireball,U,VelChange,Fireball,None,vy,B
Fireball,2,R,Delete,Fireball,None,None,A
Fireball,2,R,VelChange,Fireball,None,vx,A
2,Fireball,L,Delete,Fireball,None,None,B
2,Fireball,L,VelChange,Fireball,None,vx,B
Fireball,LEFT_GRASS_EDGE,R,Delete,Fireball,None,None,A
Fireball,LEFT_GRASS_EDGE,R,VelChange,Fireball,None,vx,A
LEFT_GRASS_EDGE,Fireball,L,Delete,Fireball,None,None,B
LEFT_GRASS_EDGE,Fireball,L,VelChange,Fireball,None,vx,B
FireMario,GROUND,D,VelChange,FireMario,None,vy,A
GROUND,FireMario,U,VelChange,FireMario,None,vy,B
Goomba,GROUND,D,VelChange,Goomba,None,vy,A
GROUND,Goomba,U,VelChange,Goomba,None,vy,B
Goomba,Fireball,L,Add,Fireball,None,None,B
Fireball,Goomba,R,Add,Fireball,None,None,A
FireMario,BLOCK,U,Delete,16,None,None,OTHER
FireMario,BLOCK,U,VelChange,FireMario,None,vy,A
BLOCK,FireMario,D,Delete,16,None,None,OTHER
BLOCK,FireMario,D,VelChange,FireMario,None,vy,B
Goomba,Fireball,L,Delete,16,None,None,OTHER
Goomba,Fireball,L,VelChange,FireMario,None,vy,OTHER
Fireball,Goomba,R,Delete,16,None,None,OTHER
Fireball,Goomba,R,VelChange,FireMario,None,vy,OTHER
Fireball,2,R,Delete,Fireball,None,None,A
Fireball,2,R,VelChange,Fireball,None,vx,A
2,Fireball,L,Delete,Fireball,None,None,B
2,Fireball,L,VelChange,Fireball,None,vx,B
Fireball,LEFT_UP_GRASS_EDGE,R,Delete,Fireball,None,None,A
Fireball,LEFT_UP_GRASS_EDGE,R,VelChange,Fireball,None,vx,A
LEFT_UP_GRASS_EDGE,Fireball,L,Delete,Fireball,None,None,B
LEFT_UP_GRASS_EDGE,Fireball,L,VelChange,Fireball,None,vx,B
Fireball,LEFT_GRASS_EDGE,R,Delete,Fireball,None,None,A
Fireball,LEFT_GRASS_EDGE,R,VelChange,Fireball,None,vx,A
LEFT_GRASS_EDGE,Fireball,L,Delete,Fireball,None,None,B
LEFT_GRASS_EDGE,Fireball,L,VelChange,Fireball,None,vx,B
FireMario,GROUND,D,VelChange,FireMario,None,vy,A
GROUND,FireMario,U,VelChange,FireMario,None,vy,B
FireMario,LEFT_GRASS_EDGE,R,VelChange,FireMario,None,vx,A
LEFT_GRASS_EDGE,FireMario,L,VelChange,FireMario,None,vx,B
